title,team,location,city,state,posted_date,job_id,source,first_seen_date,last_seen_date,semantic_similarity,job_category,worker_type,schedule_type,company_name,education,country,experience_level,application_deadline,url,description_short,description,requirements
Práctica Profesional en Gestión de Almacenes - Coinco,Otra Área,"Coinco, Lib. Gral. Bdo. O'Higgins, Chile",Coinco,Lib. Gral. Bdo. O'Higgins,2026-07-08,6099563,ccu,2026-07-16,2026-07-17,0.4669,Práctica,,Práctica,CCU,Universitaria,Chile,0,2026-09-06,https://www.trabajaenccu.cl/trabajo/6099563-practica-profesional-en-gestion-de-almacenes-coinco,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Nos encontramos en búsqueda de estudiantes de Ingeniería o Técnico en Logística, para el área de Administración de Producción en nuestra Oficina ubicada en Coinco.
Funciones:
Control de inventarios.
Registro de entradas y salidas de productos.
Apoyo en recepción y despacho.
Elaboración de reportes logísticos.
Requisitos:
Recepción, almacenamiento y despacho de mercancías.
Manejo de documentación logística.
Planificación y coordinación de procesos logísticos.
Gestión y control de inventarios.
Seguro Escolar Vigente
Disponibilidad para realizar la práctica 3 meses desde Julio/Agosto
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación.
¡Te invitamos a SER CCU!","Recepción, almacenamiento y despacho de mercancías.
Manejo de documentación logística.
Planificación y coordinación de procesos logísticos.
Gestión y control de inventarios.
Seguro Escolar Vigente
Disponibilidad para realizar la práctica 3 meses desde Julio/Agosto"
Práctica en Estandarización Sala de Elaboración,Otra Área,"Renca, Metropolitana de Santiago, Chile",Renca,Metropolitana de Santiago,2026-07-08,6099507,ccu,2026-07-16,2026-07-17,0.5186,Práctica,,Práctica,CCU,Universitaria,Chile,0,2026-09-06,https://www.trabajaenccu.cl/trabajo/6099507-practica-en-estandarizacion-sala-de-elaboracion,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Nos encontramos en búsqueda de estudiantes de Ingeniería Industrial, Ingeniería Química o Ingeniería en Alimentos, para el área de Administración de Producción en nuestra Planta Modelo, ubicada en Renca.
Funciones:
Diagramar procesos de entrada y salida (Inputs/Outputs)
Enfoque especializado en la detección y reducción de pérdidas
Requisitos:
Manejo de Excel (Dashboards)
Contar con seguro escolar.
Disponibilidad para realizar la práctica 4 meses desde Agosto
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación.
¡Te invitamos a SER CCU!","Manejo de Excel (Dashboards)
Contar con seguro escolar.
Disponibilidad para realizar la práctica 4 meses desde Agosto"
Operador Eléctrico / Planta Manantial,Otra Área,"Quilicura, Metropolitana de Santiago, Chile",Quilicura,Metropolitana de Santiago,2026-07-08,6099470,ccu,2026-07-16,2026-07-17,0.3758,Operario,,Por Turnos,CCU,Técnico profesional superior,Chile,1,2026-09-06,https://www.trabajaenccu.cl/trabajo/6099470-operador-electrico-planta-manantial,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Con una amplia gama de marcas de bebestibles y experiencias, mejoramos y acompañamos distintos momentos de la vida, guiados por nuestros principios, en beneficio de las personas con las que nos relacionamos y el cuidado del medio ambiente.
Actualmente estamos buscando a un/a Operador Eléctrico para desempeñarse en nuestra planta Manantial de Quilicura.
Funciones:
Acondicionamiento de equipos: Implementar las pruebas finales a equipos nuevos y reacondicionados, verificando su óptimo estado eléctrico, estructural y estético, realizando lavado profundo, renovación de pintura y reparación de piezas, con el fin de garantizar su óptimo funcionamiento para su disponibilización e instalación a Cliente.
Registro administrativo: Realizar el proceso administrativo de registro de equipos operativos, mediante su codificación, registro de tarjas y resúmenes en planilla de control, asegurando que cada uno de ellos cuente con su respectiva documentación para su disponibilización en bodega, garantizando la trazabilidad del inventario.
Logística interna y recepción de equipos: Ejecutar la movilización y trasladado de equipos ingresados y recepcionados al taller, operando de manera segura transpaletas manuales y/o eléctricas, asimismo mantener el orden físico, clasificación y correcta disposición de los dispensadores dentro del taller de Servicio Técnico y sus áreas colindantes.
Cumplimiento de normativas: Ejecutar las prácticas de manufactura y los registros exigidos por el Sistema Integrado de Gestión y HACCP, respetando las normas de higiene, seguridad y los procedimientos establecidos por la empresa, con el fin de cumplir con la seguridad y salud ocupacional propia y del equipo.
Requisitos del Cargo
Formación: Técnico Medio en especialidad industrial, Técnico Superior en Ejecución, Mecánica Industrial o carrera afín.
Experiencia: Desde 1 año de experiencia previa en cargos similares.
Dimensiones de Competencias / Conocimientos Normativos:
Seguridad: Conocer y aplicar Normativa internacional ISO 45001 y conocer información de uso y manejo de extintor.
Medioambiente: Conocer y aplicar la normativa internacional ISO 14001:2018.
Inocuidad: Conocer y aplicar buenas prácticas de manufactura (GMP), conocer HACCP (Análisis de peligros y puntos críticos de control) y conocer la normativa internacional ISO 22000:2015.
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación.
¡Te invitamos a Ser CCU!","Técnico en Ejecución, Mecánica Industrial, Técnico Electromecánico o carrera afín.
Deseable 1 año de experiencia en cargos similares"
Auxiliar de Operaciones (Pickeador) - Calama,Otra Área,"Calama, Antofagasta, Chile",Calama,Antofagasta,2026-07-07,6098990,ccu,2026-07-16,2026-07-17,0.4056,Operario,,Jornada Completa,Transportes CCU,Media,Chile,1,2026-09-05,https://www.trabajaenccu.cl/trabajo/6098990-auxiliar-de-operaciones-pickeador-calama,,"¡Únete a CCU! Buscamos Auxiliares de Operaciones en Calama
En CCU, mejoramos y acompañamos distintos momentos de la vida con nuestras marcas de bebestibles. Nos guiamos por principios que benefician a las personas, cuidamos el medio ambiente y estamos comprometidos con la Diversidad e Inclusión, valores clave para nuestro crecimiento sustentable.
Actualmente, estamos en la búsqueda de Auxiliares de Operaciones de Bodega (para Picking) para nuestro Centro de Distribución en Calama.
🛠 Funciones Principales:
Preparación manual de pedidos según los requerimientos.
Verificación y control de productos.
Organización y limpieza del área de trabajo.
Manejo eficiente de tiempos para garantizar la entrega oportuna de los pedidos.
🕐 Jornada de Trabajo:
Turno principalmente de noche y de lunes a sábado.
En ocasiones excepcionales podría ser requerido en turnos de día o tarde.
Ofrecemos:
Un entorno de trabajo enfocado en el cumplimiento de objetivos y desarrollo de funciones.
Oportunidad de formar parte de una empresa reconocida en el sector.
Estabilidad laboral de acuerdo con tu desempeño.
📍 Lugar de trabajo: Centro de Distribución CCU de Calama.
📩 Postula ahora enviando tu currículum y confirmando que vives en Calama! ¡Sé parte de este propósito con nosotros!","📌 Requisitos Obligatorios:
Enseñanza media completa
Residencia en Calama (excluyente).
Disponibilidad para trabajar en turno noche, de lunes a sábado.
Disponibilidad para trabajar inicialmente con contrato a plazo fijo (con posibilidad de paso a indefinido según desempeño).
Postulantes extranjeros deben contar con permanencia definitiva."
Ingeniero/a Marketing Watt´s y Frugo - Las Condes,Otra Área,"Las Condes, Metropolitana de Santiago, Chile",Las Condes,Metropolitana de Santiago,2026-07-07,6098908,ccu,2026-07-16,2026-07-17,0.4271,Ingeniero,,Jornada Completa,CCU,Universitaria,Chile,0,2026-09-05,https://www.trabajaenccu.cl/trabajo/6098908-ingeniero-a-marketing-watt-s-y-frugo-las-condes,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Estamos en búsqueda de un/a Ingeniero/a Marketing Watt´s y Frugo para trabajar en nuestro Edificio Corporativo en Las Condes.
Principales funciones:
Desarrollo y construcción de la marca en base al posicionamiento deseado.
Coordinar trabajo de las agencias de publicidad y agencia de medios.
Apoyar y trabajar en conjunto con las áreas de ventas; análisis, planes, acciones.
Apoyar proactivamente y ejecutar la estrategia de marcas de manera eficiente y efectiva.
Liderar innovación de la marca trabajando en conjunto con distintas áreas de la Compañía.
Potenciar en conjunto con las áreas de la Compañía el desarrollo de los distintos canales de ventas: análisis de oportunidades y planes de acciones.
Preparar y administrar en el presupuesto de marketing de la marca.
Requisitos:
Título de Ingeniería Comercial, Ingeniería Civil o carrera afín.
De 0 a 6 meses de experiencia.
Manejo de Excel nivel intermedio.
Disponibilidad para trabajar 100% presencialmente en Las Condes.
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación.
¡Te invitamos a Ser CCU!","Título de Ingeniería Comercial, Ingeniería Civil o carrera afín.
De 0 a 6 meses de experiencia.
Manejo de Excel nivel intermedio.
Disponibilidad para trabajar 100% presencialmente en Las Condes."
Práctica Desarrollo de Personas y Organización (DPO) - Las Condes,Otra Área,"Renca, Metropolitana de Santiago, Chile",Renca,Metropolitana de Santiago,2026-07-07,6098964,ccu,2026-07-16,2026-07-17,0.4858,Práctica,,Práctica,CCU,Universitaria,Chile,0,2026-09-05,https://www.trabajaenccu.cl/trabajo/6098964-practica-desarrollo-de-personas-y-organizacion-dpo-las-condes,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Nos encontramos en búsqueda de un/una estudiante de Psicología, Ingeniería Comercial, Ingeniería Civil Industrial para realizar su práctica en el área de Desarrollo de Personas y Organización (DPO) en Renca
Funciones:
Apoyo en el cierre del proceso de gestión del desempeño (monitoreo a jefaturas, reportería del estado del proceso)
Apoyo en la sistematización y consolidación de indicadores de RRHH (clima, ev. Ascendente, entre otros)
Apoyo en el proceso de actualización de objetivos de los trabajadores / (monitoreo a Jefaturas, reportería del estado del proceso)
Requisitos:
Seguro escolar.
Manejo Office nivel intermedio (Power Point, Excel, Word).
Disponibilidad de realizar la práctica 6 meses
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador para contribuir a un mejor vivir. Agradecemos que nos indiques si necesitas alguna adaptación en el proceso de postulación.
¡Te invitamos a SER CCU!","Seguro escolar vigente
Manejo Office nivel intermedio (Power Point, Excel, Word).
Disponibilidad 6 meses"
Auxiliar de Operaciones (Pickeador) - Arica,Otra Área,"Arica, Arica y Parinacota, Chile",Arica,Arica y Parinacota,2026-07-07,6098986,ccu,2026-07-16,2026-07-17,0.433,Operario,,Jornada Completa,Transportes CCU,Media,Chile,1,2026-09-05,https://www.trabajaenccu.cl/trabajo/6098986-auxiliar-de-operaciones-pickeador-arica,,"¡Únete a CCU! Buscamos Auxiliares de Operaciones en Arica
En CCU, mejoramos y acompañamos distintos momentos de la vida con nuestras marcas de bebestibles. Nos guiamos por principios que benefician a las personas, cuidamos el medio ambiente y estamos comprometidos con la Diversidad e Inclusión, valores clave para nuestro crecimiento sustentable.
Actualmente, estamos en la búsqueda de Auxiliares de Operaciones de Bodega (para Picking) para nuestro Centro de Distribución en Arica.
🛠 Funciones Principales:
Preparación manual de pedidos según los requerimientos.
Verificación y control de productos.
Organización y limpieza del área de trabajo.
Manejo eficiente de tiempos para garantizar la entrega oportuna de los pedidos.
🕐 Jornada de Trabajo:
Turno principalmente de noche y de lunes a sábado.
En ocasiones excepcionales podría ser requerido en turnos de día o tarde.
Ofrecemos:
Un entorno de trabajo enfocado en el cumplimiento de objetivos y desarrollo de funciones.
Oportunidad de formar parte de una empresa reconocida en el sector.
Estabilidad laboral de acuerdo con tu desempeño.
📍 Lugar de trabajo: Centro de Distribución CCU de Arica.
📩 Postula ahora enviando tu currículum y confirmando que vives en Arica! ¡Sé parte de este propósito con nosotros!","📌 Requisitos Obligatorios:
Enseñanza media completa
Residencia en Calama (excluyente).
Disponibilidad para trabajar en turno noche, de lunes a sábado.
Disponibilidad para trabajar inicialmente con contrato a plazo fijo (con posibilidad de paso a indefinido según desempeño).
Postulantes extranjeros deben contar con permanencia definitiva."
Ingeniero/a de Planificación Demanda - Las Condes,Otra Área,"Las Condes, Metropolitana de Santiago, Chile",Las Condes,Metropolitana de Santiago,2026-07-07,6098962,ccu,2026-07-16,2026-07-17,0.5098,Ingeniero,,Jornada Completa,CCU,Universitaria,Chile,0,2026-09-05,https://www.trabajaenccu.cl/trabajo/6098962-ingeniero-a-de-planificacion-demanda-las-condes,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Estamos buscando a nuestro/a próximo/a Ingeniero/a de Planificación Demanda para nuestra Gerencia de Planificación Integrada (PPI) en el Edificio Corporativo de Las Condes.
Principales funciones:
Planificar la demanda de los Centros de Distribución (CDs) para la categoría asignada (Analcoholes), con el objetivo de contar con stock para Canal Tradicional (almacenes y botillerías).
Monitorear y analizar KPIs de forecast accuracy, generando reportería para la toma de decisiones.
Desarrollar el proceso de planificación de la demanda a fin de generar información para el área de producción, logística, aprovisionamiento, etc.
Relacionarse con el área de ventas para recopilar la información de los distintos distritos comerciales con el objetivo de entregar input al equipo de Demanda.
Requisitos:
Título de Ingeniería Civil Industrial, Ingeniería Comercial o carrera afín.
0 - 6 meses de experiencia.
Manejo de Excel nivel intermedio y herramientas de Google.
Manejo de BBDD SQL deseable.
Disponibilidad para trabajar en modalidad presencial en Las Condes y disponibilidad para ir a ruta. 
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación.
¡Te invitamos a SER CCU!","Título de Ingeniería Civil Industrial, Ingeniería Comercial o carrera afín.
0 - 6 meses de experiencia.
Manejo de Excel nivel intermedio y herramientas Google.
Manejo de BBDD SQL deseable.
Disponibilidad para trabajar en modalidad presencial en Las Condes y disponibilidad para ir a ruta."
Jefe de Planificación de Aprovisionamiento,Otra Área,"Las Condes, Metropolitana de Santiago, Chile",Las Condes,Metropolitana de Santiago,2026-07-07,6099054,ccu,2026-07-16,2026-07-17,0.4461,Jefe Área/Sección/Depto./Local,,Jornada Completa,CCU,Universitaria,Chile,3,2026-09-05,https://www.trabajaenccu.cl/trabajo/6099054-jefe-de-planificacion-de-aprovisionamiento,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Nos encontramos en búsqueda de nuestro próximo Jefe/a de Planificación de Aprovisionamiento para desempeñarse en nuestro edificio corporativo ubicada en Av. Vitacura 2570, Las Condes.
Principales funciones:
Liderar el equipo de Planificación de Aprovisionamiento de Materias Primas, promoviendo una gestión colaborativa, proactiva y orientada a la mejora continua, con capacidad para anticipar riesgos, resolver problemas y coordinar transversalmente con las distintas áreas de la cadena de suministro. 
Asegurar la disponibilidad oportuna de materias primas para el cumplimiento del plan de producción, mediante una eficiente planificación del suministro, la optimización de inventarios, el seguimiento de indicadores y la gestión operativa con proveedores.
Requisitos:
Título profesional de Ingeniería Civil Industrial o Ingeniería Comercial.
Experiencia mínima de 3 años en cargos de jefatura o liderazgo de equipos, áreas de planificación, abastecimiento o gestión de la cadena de suministro.
Conocimiento herramientas de análisis de datos (Power BI, SQL u otras similares).
Manejo de SAP IBP, SAP S/4HANA, avanzado de Microsoft Office.
Manejo de herramientas de Inteligencia Artificial Generativa aplicadas al análisis de información, automatización y mejora de procesos
Disponibilidad para trabajar 100% presencial en Las Condes.
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación.
¡Te invitamos a Ser CCU!","Requisitos:
Título profesional de Ingeniería Civil Industrial o Ingeniería Comercial.
Experiencia mínima de 3 años en cargos de jefatura o liderazgo de equipos, áreas de planificación, abastecimiento o gestión de la cadena de suministro.
Conocimiento herramientas de análisis de datos (Power BI, SQL u otras similares).
Manejo de SAP IBP, SAP S/4HANA, avanzado de Microsoft Office.
Manejo de herramientas de Inteligencia Artificial Generativa aplicadas al análisis de información, automatización y mejora de procesos
Disponibilidad para trabajar 100% presencial en Las Condes."
Práctica en Eficiencia Operacional y Optimización de Procesos - Los Angeles/Chillán,Otra Área,"Chillán, Ñuble, Chile",Chillán,Ñuble,2026-07-07,6099147,ccu,2026-07-16,2026-07-17,0.4785,Práctica,,Práctica,CCU S.A,Universitaria,Chile,0,2026-09-05,https://www.trabajaenccu.cl/trabajo/6099147-practica-en-eficiencia-operacional-y-optimizacion-de-procesos-los-angeles-chillan,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Nos encontramos en búsqueda de un/una estudiante de Ingeniería Comercial o Ingeniería Civil, para realizar su práctica en el área Comercial en nuestra plantas ubicadas en Los Ángeles o Chillán
Funciones:
- Automatizacion de Informes
- Revision de procesos (SAC - Inventarios - SGA)
- Apoyo Oficinas comerciales
- Apoyo en ruta de vendedores
- Programación Camionetas de Merchandising y AAEE
Requisitos:
Conocimientos en Excel, Power BI, IA.
Contar con seguro escolar.
Disponibilidad para trabajar de manera presencial Los Ángeles.
Disponibilidad por 6 meses desde septiembre
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación. 
¡Te invitamos a SER CCU!","Requisitos
Conocimientos en Excel, Power BI, IA.
Contar con seguro escolar.
Disponibilidad para trabajar de manera presencial Los Ángeles.
Disponibilidad por 6 meses desde septiembre"
Práctica Áreas Ventas - Copiapó,Otra Área,"Copiapó, Atacama, Chile",Copiapó,Atacama,2026-07-07,6099159,ccu,2026-07-16,2026-07-17,0.3943,Práctica,,Práctica,CCU,Universitaria,Chile,0,2026-09-05,https://www.trabajaenccu.cl/trabajo/6099159-practica-areas-ventas-copiapo,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Nos encontramos en búsqueda de un/una estudiante de Ingeniería en administración de empresas o carreras afín para realizar su práctica en Ventas en el área de ventas en las oficinas comerciales de CCU en Copiapó
Funciones y Tareas
Asignación de activos
Envío de avances de concursos 
Ingreso de rendiciones de gastos
Generar guías de despacho
Apoyar con el inventario de activos
Generar reportes de ventas
Requisitos:
Excel.
Disponibilidad 100% presencial.
Duración: 6 Meses.
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador para contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas alguna adaptación en el proceso de postulación.
¡Te invitamos a SER CCU!","Requisitos:
Excel.
Disponibilidad 100% presencial.
Duración: 6 Meses."
Práctica Servicio Técnico - Copiapó,Otra Área,"Copiapó, Atacama, Chile",Copiapó,Atacama,2026-07-07,6099236,ccu,2026-07-16,2026-07-17,0.4581,Práctica,,Práctica,CCU,Técnico profesional superior,Chile,0,2026-09-05,https://www.trabajaenccu.cl/trabajo/6099236-practica-servicio-tecnico-copiapo,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Nos encontramos en búsqueda de un/a estudiante de Técnico en Refrigeración, Técnico en Electrónica o carrera afín para realizar su práctica en el área de Servicio Técnico en nuestra planta en Copiapó.
Funciones:
Apoyo en mantención de equipos.
Apoyar inventario de activos
Registrar cambios en SGA
Requisitos:
Disponibilidad por 6 meses presencial en Copiapó.
Contar con seguro escolar.
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación.
¡¡Te invitamos a SER CCU!!","Requisitos:
Disponibilidad por 6 meses presencial en Copiapó.
Contar con seguro escolar."
Práctica Control de Gestión,Otra Área,"Las Condes, Metropolitana de Santiago, Chile",Las Condes,Metropolitana de Santiago,2026-07-06,6098173,ccu,2026-07-16,2026-07-17,0.4126,Práctica,,Jornada Completa,CCU,Universitaria,Chile,0,2026-09-04,https://www.trabajaenccu.cl/trabajo/6098173-practica-control-de-gestion,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Nos encontramos en búsqueda de un/a estudiante de Ingeniería Comercial o Ingeniería Civil para realizar su práctica profesional en el área de Planificación y Finanzas en nuestro Edificio Corporativo en Las Condes.
Funciones:
Apoyar al equipo de Control de Gestión en el levantamiento de mejores prácticas de gestión en las plantas.
Desarrollar herramientas de gestión en Power BI para el control de gasto e indicadores de las plantas.
Apoyar en las mejoras del proceso de cálculo de las eficiencias que son parte del proceso de la Gerencia de Excelencia Funcional.
Requisitos:
Habilidades de Programación
Conocimientos en Excel y Python para realización de proyecto
Disponibilidad para realizar la práctica 4 meses
Seguro Escolar Vigente
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación.
¡Te invitamos a SER CCU!","Habilidades de Programación
Conocimientos en Excel y Python para realización de proyecto
Disponibilidad para realizar la práctica 4 meses
Seguro Escolar Vigente"
Práctica Área Comercial CPCH - Viña del Mar,Otra Área,"Viña del Mar, Valparaíso, Chile",Viña del Mar,Valparaíso,2026-07-06,6098131,ccu,2026-07-16,2026-07-17,0.4608,Práctica,,Jornada Completa,CCU,Universitaria,Chile,0,2026-09-04,https://www.trabajaenccu.cl/trabajo/6098131-practica-area-comercial-cpch-vina-del-mar,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Nos encontramos en búsqueda de estudiantes de Ingeniería Comercial o Administración de Empresas, para el área Comercial en nuestra oficina ubicada Viña del Mar.
Funciones:
Realizar informes comerciales (Volumen, cobertura, metas)
Control inventario (Cooler, bodega)
Elaboración Balance Score Card
Requisitos:
Manejo de Excel
Manejo de MS Office
Manejo de GSuite
Contar con seguro escolar.
Disponibilidad para realizar la práctica 6 meses desde Julio/Agosto
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación.
¡Te invitamos a SER CCU!","Manejo de Excel
Manejo de MS Office
Manejo de GSuite
Contar con seguro escolar.
Disponibilidad para realizar la práctica 6 meses desde Julio/Agosto"
Práctica Ingeniería en Procesos Logísticos - Quilicura,Otra Área,"Quilicura, Metropolitana de Santiago, Chile",Quilicura,Metropolitana de Santiago,2026-07-06,6098366,ccu,2026-07-16,2026-07-17,0.4764,Práctica,,Jornada Completa,CCU,Universitaria,Chile,0,2026-09-04,https://www.trabajaenccu.cl/trabajo/6098366-practica-ingenieria-en-procesos-logisticos-quilicura,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Nos encontramos en búsqueda de estudiantes de Ingeniería Industrial, Ingeniería Civil Mecánica o Ingeniería Civil Informática, para el área de Interplanta Cervecera en nuestra planta en Quilicura.
Funciones:
Participar en el levantamiento, análisis y optimización de procesos operacionales del Centro Logístico.
Diseñar, actualizar y dar seguimiento a indicadores de gestión (KPI) como productividad, TRT, ocupación y merma para apoyar la toma de decisiones.
Desarrollar y automatizar reportes utilizando herramientas como Power BI, Google Sheets y otras soluciones digitales.
Colaborar en proyectos de mejora continua, digitalización de procesos e implementación de herramientas de Inteligencia Artificial.
Realizar levantamientos de información en terreno, analizar oportunidades de mejora y proponer iniciativas para optimizar la operación logística.
Requisitos:
Manejo de de Excel intermedio
Deseable conocimiento en Power BI o herramientas de visualización de datos.
Deseable conocimiento en IA, Google Sheets o automatización.
Disponibilidad para iniciar en julio/agosto.
Contar con seguro escolar.
Duración de 6 meses.
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación.
¡Te invitamos a SER CCU!","Manejo de de Excel intermedio
Deseable conocimiento en Power BI o herramientas de visualización de datos.
Deseable conocimiento en IA, Google Sheets o automatización.
Disponibilidad para iniciar en julio/agosto.
Contar con seguro escolar.
Duración de 6 meses."
Práctica en investigación y desarrollo - Ovalle,Otra Área,"Ovalle, Coquimbo, Chile",Ovalle,Coquimbo,2026-07-06,6098337,ccu,2026-07-16,2026-07-17,0.441,Práctica,,Jornada Completa,CCU,Universitaria,Chile,0,2026-09-04,https://www.trabajaenccu.cl/trabajo/6098337-practica-en-investigacion-y-desarrollo-ovalle,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Nos encontramos en búsqueda de estudiantes de Ingeniería en Alimentos, Ingeniería Química en Laboratorio, Ingeniería Bioquímica o carreras afines para el área de Investigación y Desarrollo en nuestra planta ubicada en Ovalle.
Funciones:
Apoyar en la elaboración y preparación de muestras para pruebas y desarrollos.
Participar en el desarrollo y actualización de protocolos de trabajo y ensayo.
Colaborar en el análisis de resultados y elaboración de especificaciones técnicas.
Apoyar en actividades propias del área de Investigación y Desarrollo.
Requisitos:
Manejo de herramientas de Office intermedio
Disponibilidad inmediata para julio/agosto.
Contar con seguro escolar.
Disponibilidad para realizar la práctica 3 meses.
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación.
¡Te invitamos a SER CCU!","Manejo de herramientas de Office intermedio
Disponibilidad inmediata para julio/agosto.
Contar con seguro escolar.
Disponibilidad para realizar la práctica 3 meses."
Práctica Desarrollo de Insumos Secos,Otra Área,"Las Condes, Metropolitana de Santiago, Chile",Las Condes,Metropolitana de Santiago,2026-07-06,6071516,ccu,2026-07-16,2026-07-17,0.4225,Práctica,,Práctica,CCU,Universitaria,Chile,0,2026-09-04,https://www.trabajaenccu.cl/trabajo/6071516-practica-desarrollo-de-insumos-secos,,"¡En CCU nos apasiona crear experiencias para compartir juntos un mejor vivir!
Nos encontramos en búsqueda de estudiantes de Ingeniería Industrial, Ingeniería Química o Analistas Químicos, para el área de Comercial en nuestra oficina ubicada en nuestro Edificio Corporativo ubicado en Las Condes desde Octubre.
Funciones:
Apoyar en la creación y modificación semanal de recetas (BOM) en el sistema.
Colaborar en el diseño y actualización de fichas técnicas de producto por SKU.
Participar en la creación de nuevos códigos de insumos para asegurar su trazabilidad.
Apoyar en la extensión de materiales entre centros para habilitar producciones interplantas.
Realizar el seguimiento de flujos y formularios de aprobación dentro de SAP.
Colaborar en la gestión y ordenamiento de fichas técnicas con proveedores.
Requisitos:
Excel nivel intermedio
Ingles básico
Contar con seguro escolar.
Disponibilidad para realizar la práctica 4 meses desde Octubre
Nuestro SER CCU nos inspira a trabajar con aceptación y respeto a las diferencias de las personas, promoviendo un entorno diverso e integrador, para así contribuir a un mejor vivir. Por esto, te agradecemos que nos compartas si necesitas adaptación en alguna etapa del proceso de postulación.
¡Te invitamos a SER CCU!","Excel intermedio.
Ingles básico.
Contar con seguro escolar.
Disponibilidad para realizar la práctica 4 meses desde Octubre"
